cascade_id,video_url,label
f1,https://www.youtube.com/watch?v=Xx_txfCN9TQ,fake
f1,https://www.youtube.com/watch?v=ambXFfG4_0c,fake
f1,https://www.youtube.com/watch?v=o7Z97v_4D_s,fake
f1,https://www.youtube.com/watch?v=M5J-nV8QEa4,fake
f1,https://www.youtube.com/watch?v=4zCAuhj4MtY,fake
f1,https://www.youtube.com/watch?v=yOkNc8COmLY,fake
f1,https://www.youtube.com/watch?v=_f_AiXDUUss,fake
f1,https://www.youtube.com/watch?v=ZheHEp_gv-w,fake
f1,https://www.youtube.com/watch?v=TVFS-uCFERk,fake
f1,https://www.youtube.com/watch?v=TAzo4RMTFKc,fake
f1,https://www.youtube.com/watch?v=Bw6yNIRsMX4,fake
f1,https://www.youtube.com/watch?v=FiSVYJak2Rc,fake
f1,https://www.youtube.com/watch?v=fp7jM4bd31s,fake
f1,https://www.youtube.com/watch?v=9kJeK6gdN3s,fake
f1,https://www.youtube.com/watch?v=xY98SNhYYcU,fake
f1,https://www.youtube.com/watch?v=t_dm1pOyw2I,fake
f1,https://www.youtube.com/watch?v=vP5l0hmehMg,fake
f1,https://www.youtube.com/watch?v=UXFA57x3N6U,fake
f1,https://www.youtube.com/watch?v=ckaxzAGjZL8,fake
f1,https://www.youtube.com/watch?v=MWlgy3Br12k,fake
f1,https://www.youtube.com/watch?v=pXsfvomEsLo,fake
f1,https://www.youtube.com/watch?v=zsq4MqaKBSM,fake
f1,https://www.youtube.com/watch?v=k7EDcxm-kLQ,fake
f1,https://www.youtube.com/watch?v=0dVMlwPbRkk,fake
f1,https://www.youtube.com/watch?v=fjv5KlF_ruc,fake
f1,https://www.youtube.com/watch?v=prgjVZeMuUw,fake
f1,https://www.youtube.com/watch?v=R5U6Fg1mtXM,fake
f1,https://twitter.com/DannyDutch/status/668495176038510592,fake
f1,https://twitter.com/lolbri__/status/965366113096921088,fake
f3,https://www.youtube.com/watch?v=unb_qY9kLvc,fake
f3,https://www.youtube.com/watch?v=5iGVtOBw8tg,fake
f3,https://www.youtube.com/watch?v=IQQPMr7VmAk,fake
f3,https://www.youtube.com/watch?v=retgZPqejNQ,fake
f5,https://www.facebook.com/camsoda/videos/1842639269332001/,fake
f5,https://www.facebook.com/Floridafishingtips/videos/1269608019754656/,fake
f5,https://www.facebook.com/1426721884211678/videos/1880249188858943/,fake
f5,https://www.facebook.com/BuzzFeedDUDE/videos/952379721532328/,fake
f5,https://www.facebook.com/scvideos/videos/1329460650478701/,fake
f5,https://www.facebook.com/hunting200/videos/1327270704020330/,fake
f5,https://www.facebook.com/firstidea.pk/videos/1397426786970741/,fake
f5,https://www.facebook.com/inqalab789/videos/292474511179445/,fake
f5,https://www.facebook.com/SandFWorld/videos/1302401996475127/,fake
f5,https://www.youtube.com/watch?v=w9OAkteRTRI,fake
f5,https://www.youtube.com/watch?v=65qQ2Itzq-Q,fake
f5,https://www.youtube.com/watch?v=J84xXVY0EWo,fake
f5,https://www.youtube.com/watch?v=5tGdck87rfo,fake
f5,https://www.youtube.com/watch?v=Wmvj9I80K0Y,fake
f5,https://www.youtube.com/watch?v=ADnNCQMJDXI,fake
f5,https://www.youtube.com/watch?v=gv7u6BqsQm8,fake
f5,https://www.youtube.com/watch?v=d806kjI7dsU,fake
f5,https://www.youtube.com/watch?v=c4CtioqFtS0,fake
f5,https://www.youtube.com/watch?v=-vCurLgUN-o,fake
f5,https://www.youtube.com/watch?v=bL_kV98FKEM,fake
f5,https://www.youtube.com/watch?v=H565yOAItAU,fake
f5,https://www.youtube.com/watch?v=HXx2NekMbrk,fake
f5,https://www.youtube.com/watch?v=8OZtpbSLQ10,fake
f5,https://www.youtube.com/watch?v=gK2Mf7aC31o,fake
f5,https://www.youtube.com/watch?v=4kvsDxaEhKk,fake
f6,https://www.facebook.com/TheBigBangTheoryMemes/videos/161887923984016/,fake
f6,https://www.facebook.com/SHK2003/videos/678407092175989/,fake
f6,https://www.facebook.com/MostAmazingandCrazyVidos/videos/607733612584116/,fake
f6,https://www.facebook.com/TIMI.Moderator/videos/544223215618909/,fake
f6,https://www.facebook.com/652431861440604/videos/501919469862842/,fake
f6,https://www.facebook.com/132222243623789/videos/548087088566816/,fake
f6,https://www.facebook.com/2close2u/videos/521843427875790/,fake
f6,https://www.facebook.com/Funny.World.M/videos/150063261848714/,fake
f6,https://www.facebook.com/Roflvid/videos/131137680425070/,fake
f6,https://www.facebook.com/MalaysiaAmazingVideos/videos/124729407734889/,fake
f6,https://www.facebook.com/AmazingChannel/videos/117566105080474/,fake
f6,https://www.facebook.com/Real.Crazy.Videoss/videos/10152032734228018/,fake
f6,https://www.facebook.com/HilariousUTubeComments/videos/320530431413430/,fake
f6,https://www.facebook.com/EPIC.Shiiiit/videos/10201297891199267/,fake
f6,https://www.facebook.com/koreaunique/videos/125348651006298/,fake
f6,https://www.facebook.com/koreaunique/videos/125763164298180/,fake
f6,https://www.facebook.com/GrapeVineVideos/videos/10201497029692888/,fake
f6,https://www.facebook.com/BestVidsAnywhere/videos/517106928343002/,fake
f6,https://www.facebook.com/New.Jokes.Everyday/videos/10200471571823828/,fake
f6,https://www.facebook.com/622210964472842/videos/176557922525978/,fake
f6,https://www.facebook.com/152167234976495/videos/157684967758055/,fake
f6,https://www.facebook.com/nobraindriver/videos/4735452039248/,fake
f6,https://www.facebook.com/funnyvideosland/videos/559220480808450/,fake
f6,https://www.facebook.com/New.Jokes.Everyday/videos/10200531663206075/,fake
f6,https://www.facebook.com/dayumfunnyvideos/videos/10151753096242207/,fake
f6,https://www.facebook.com/HSG.OFFICIAL/videos/201389823369431/,fake
f6,https://www.facebook.com/VideoFreaks/videos/1420232074856936/,fake
f6,https://www.facebook.com/ViralVideos/videos/529843690443664/,fake
f6,https://www.facebook.com/EnergyRestoringVideos/videos/1390183037884062/,fake
f6,https://www.facebook.com/topfunnyvideoclips/videos/1412534635645016/,fake
f6,https://www.facebook.com/iPuttia/videos/238858916287882/,fake
f6,https://www.facebook.com/150719708447186/videos/199461286906361/,fake
f6,https://www.facebook.com/VideoFreaks/videos/548712261892167/,fake
f6,https://www.facebook.com/IlikeThatVideo/videos/562707443810359/,fake
f6,https://www.facebook.com/1409540875926295/videos/1453233398223709/,fake
f6,https://www.facebook.com/You.Got.Jokes.Inc/videos/514675668647487/,fake
f6,https://www.facebook.com/funnntime/videos/298281700318956/,fake
f6,https://www.facebook.com/Danny.Philippou.Racka.Racka/videos/551353148334561/,fake
f6,https://www.facebook.com/djcode75/videos/479962858877070/,fake
f6,https://www.facebook.com/PakuluTheGreat/videos/912584572192645/,fake
f6,https://www.facebook.com/OMGCringeyNews/videos/1184559651599855/,fake
f6,https://www.facebook.com/OoopsTrending/videos/725803144256370/,fake
f6,https://www.facebook.com/theclassiccomedy/videos/1056427727791939/,fake
f6,https://www.facebook.com/thatmomentwhenpage/videos/322814984850892/,fake
f6,https://www.youtube.com/watch?v=1Pt95JqXmxY,fake
f6,https://www.youtube.com/watch?v=pI6UPLO0Mok,fake
f6,https://www.youtube.com/watch?v=oQXpFdDhD28,fake
f6,https://www.youtube.com/watch?v=pw0uNXNGM8I,fake
f6,https://www.youtube.com/watch?v=nfXAwU-Yzsc,fake
f6,https://www.youtube.com/watch?v=jZgGVvgY6cc,fake
f6,https://www.youtube.com/watch?v=3F2fkKirz58,fake
f6,https://www.youtube.com/watch?v=JwyfoAXoTVY,fake
f6,https://www.youtube.com/watch?v=vXZZ3wEvnuQ,fake
f6,https://www.youtube.com/watch?v=ZnGYxO_3H6I,fake
f6,https://www.youtube.com/watch?v=KdL_nHVJsoc,fake
f6,https://www.youtube.com/watch?v=4HlHESQmN58,fake
f6,https://www.youtube.com/watch?v=E3nQs1-Gy4U,fake
f6,https://www.youtube.com/watch?v=f2tNMO6RVuU,fake
f6,https://www.youtube.com/watch?v=JItWzoGw0VE,fake
f6,https://www.youtube.com/watch?v=phtNat4V3gw,fake
f6,https://www.youtube.com/watch?v=b6jrIpINSTs,fake
f6,https://www.youtube.com/watch?v=jnnNIqcuJp0,fake
f6,https://www.youtube.com/watch?v=VYV97IKc_4w,fake
f6,https://www.youtube.com/watch?v=1L7A_Fu4Rm0,fake
f6,https://www.youtube.com/watch?v=tvaZVJOVQ88,fake
f6,https://www.youtube.com/watch?v=YIFDnRVC3vY,fake
f6,https://www.youtube.com/watch?v=Eox9OH87oJA,fake
f6,https://www.youtube.com/watch?v=6bXh-n9xNno,fake
f6,https://www.youtube.com/watch?v=F9rlPW3x8EQ,fake
f6,https://www.youtube.com/watch?v=oehkJKhhQIs,fake
f6,https://www.youtube.com/watch?v=-Ur2FP6xEH8,fake
f6,https://www.youtube.com/watch?v=dX3Bd2rPKjQ,fake
f6,https://www.youtube.com/watch?v=vI2u7xOBaG4,fake
f6,https://www.youtube.com/watch?v=DFnRGgAayd0,fake
f6,https://www.youtube.com/watch?v=Q9nQLEgLMgw,fake
f8,https://www.facebook.com/CruelLoverrr/videos/232003793528899/,fake
f8,https://www.facebook.com/501346036584112/videos/369844599780069/,fake
f8,https://www.facebook.com/Isalamigonojagoronmonch/videos/317296778404373/,fake
f8,https://www.facebook.com/BestMegaLol/videos/526528427427113/,fake
f8,https://www.facebook.com/AircraftandRocketEntireDetailsOfficial/videos/568732739871967/,fake
f8,https://www.facebook.com/WeLoveAtif12/videos/648691811864209/,fake
f8,https://www.facebook.com/Afghanistan24x7/videos/574050966034035/,fake
f8,https://www.facebook.com/wordinterestingvideos/videos/1576066379273750/,fake
f8,https://www.facebook.com/FivestarAutomotiveProducts/videos/901517073205437/,fake
f8,https://www.facebook.com/tumharey/videos/439537996227923/,fake
f8,https://www.facebook.com/TyreShopper/videos/1021745381220462/,fake
f8,https://www.facebook.com/itzaguything/videos/220412381660406/,fake
f8,https://www.facebook.com/DADARPRABHADEVI/videos/629917783863272/,fake
f8,https://www.facebook.com/bialmanachpages/videos/1308881369180178/,fake
f8,https://www.facebook.com/TheDisclosureZone/videos/1757574007905700/,fake
f8,https://www.facebook.com/DefineSanity/videos/1636632013032997/,fake
f8,https://www.facebook.com/stillunfold/videos/742870395897607/,fake
f8,https://www.facebook.com/WorldMilitaryWeaponsILA/videos/1285207731605575/,fake
f8,https://www.facebook.com/truthfulness01/videos/1526180294095131/,fake
f8,https://www.youtube.com/watch?v=XZiP4NaeYrE,fake
f8,https://www.youtube.com/watch?v=SPQVv6wEPzk,fake
f8,https://www.youtube.com/watch?v=tNaMYfkr1ZE,fake
f8,https://www.youtube.com/watch?v=VxPSrQSXbNE,fake
f8,https://www.youtube.com/watch?v=Zorf6sdX6tY,fake
f8,https://www.youtube.com/watch?v=EhV5dJk_5rQ,fake
f8,https://www.youtube.com/watch?v=Bg6p_cbAWwU,fake
f8,https://www.youtube.com/watch?v=hTEkbOUcH-o,fake
f8,https://www.youtube.com/watch?v=D_ue-DreZls,fake
f8,https://www.youtube.com/watch?v=g5IOKxnbNpo,fake
f8,https://www.youtube.com/watch?v=pRyp_UvJCbw,fake
f8,https://www.youtube.com/watch?v=K4CgDETqgII,fake
f8,https://www.youtube.com/watch?v=8OOTRSLZbwQ,fake
f8,https://www.youtube.com/watch?v=TimjbQn8Vjo,fake
f8,https://www.youtube.com/watch?v=xiaBhAZfNsU,fake
f8,https://www.youtube.com/watch?v=vxWWrBclt0g,fake
f8,https://www.youtube.com/watch?v=Z7ULyt20bkY,fake
f8,https://www.youtube.com/watch?v=y7ELhmuWB6A,fake
f8,https://www.youtube.com/watch?v=297hIcJ43r8,fake
f8,https://www.youtube.com/watch?v=bIjU63SvpqI,fake
f8,https://www.youtube.com/watch?v=qO5j5WHZPgs,fake
f8,https://www.youtube.com/watch?v=3q11cj87Xl4,fake
f8,https://www.youtube.com/watch?v=kSS96VvYhqc,fake
f8,https://www.youtube.com/watch?v=PFKna1BK6-c,fake
f8,https://www.youtube.com/watch?v=xTfdfTrRMOE,fake
f8,https://www.youtube.com/watch?v=w0PjNPAndgM,fake
f8,https://www.youtube.com/watch?v=TxYhJ1lAFUU,fake
f8,https://www.youtube.com/watch?v=CW_HkWfVjhs,fake
f9,https://www.youtube.com/watch?v=5JWgtjFw7IY,fake
f9,https://www.youtube.com/watch?v=mc29q3LJYDA,fake
f9,https://www.youtube.com/watch?v=CTo6iyXj6Yk,fake
f9,https://www.youtube.com/watch?v=kEB6nG2_hTo,fake
f9,https://www.youtube.com/watch?v=Qv08dJUqAr8,fake
f9,https://www.youtube.com/watch?v=xOplTCzBUWQ,fake
f9,https://www.youtube.com/watch?v=Z0ImJi0aqjA,fake
f9,https://www.youtube.com/watch?v=oO973piHyYA,fake
f9,https://www.youtube.com/watch?v=yu73UpnEJes,fake
f9,https://www.youtube.com/watch?v=jbsqjLO3b48,fake
f9,https://www.youtube.com/watch?v=4ZkDdAuVwV4,fake
f9,https://www.youtube.com/watch?v=rVGgtxB6AxA,fake
f9,https://www.youtube.com/watch?v=_lYuqyMkz6Q,fake
f9,https://www.youtube.com/watch?v=TmSF45u2upg,fake
f9,https://www.youtube.com/watch?v=U7uWbAPuOsc,fake
f9,https://www.youtube.com/watch?v=ZxgJ_hnm6xs,fake
f9,https://www.youtube.com/watch?v=HQhWwNvU8KE,fake
f9,https://www.youtube.com/watch?v=qzHqlYiTg44,fake
f9,https://www.youtube.com/watch?v=GsPsj9gtIOQ,fake
f9,https://www.youtube.com/watch?v=7qR0AA0CkQo,fake
f9,https://www.youtube.com/watch?v=azIPcJfNZWU,fake
f9,https://www.youtube.com/watch?v=bDtNPMWOL60,fake
f9,https://www.youtube.com/watch?v=-1wZnp-BR-I,fake
f9,https://www.youtube.com/watch?v=eUlM-DsqOkM,fake
f9,https://www.youtube.com/watch?v=ySWAg538iZ8,fake
f9,https://www.youtube.com/watch?v=5CBGJ8F1Pz8,fake
f9,https://www.youtube.com/watch?v=Hx4PCggKteU,fake
f9,https://www.youtube.com/watch?v=z97UqvfhW8U,fake
f9,https://www.youtube.com/watch?v=U9bn1VGf-KA,fake
f9,https://www.youtube.com/watch?v=on4PDM8p7QI,fake
f9,https://www.youtube.com/watch?v=0731IePotdw,fake
f9,https://www.youtube.com/watch?v=DlsS__YHHHE,fake
f10,https://www.youtube.com/watch?v=MO31jdYBHMA,fake
f10,https://www.youtube.com/watch?v=1uM56O7i3yw,fake
f10,https://www.youtube.com/watch?v=nQToCY0Kr34,fake
f10,https://www.youtube.com/watch?v=c9AS1BV7R2g,fake
f10,https://www.youtube.com/watch?v=ytsdKNXz6Jc,fake
f10,https://www.youtube.com/watch?v=lC0VUyccZXE,fake
f10,https://www.youtube.com/watch?v=-9cLuxbCx-U,fake
f10,https://www.youtube.com/watch?v=9QGLk7GKNuE,fake
f10,https://www.youtube.com/watch?v=zQdGAcHbS5I,fake
f10,https://www.youtube.com/watch?v=AafO5n53IVs,fake
f10,https://www.youtube.com/watch?v=NJ9nZJ_mnAg,fake
f10,https://www.youtube.com/watch?v=mj_1Mnzmfms,fake
f10,https://www.youtube.com/watch?v=8nBIAwt5C6Q,fake
f10,https://www.youtube.com/watch?v=1FdHPUq-0ts,fake
f10,https://www.youtube.com/watch?v=_dcMPHF83lA,fake
f10,https://www.youtube.com/watch?v=mVTLS8mx-TQ,fake
f10,https://www.youtube.com/watch?v=hb7_eDKAx20,fake
f10,https://www.youtube.com/watch?v=pS41Wmv9xWk,fake
f10,https://www.youtube.com/watch?v=zKgxdCarP4Y,fake
f12,https://www.facebook.com/derantillianen/videos/1680834628861433/,fake
f12,https://www.youtube.com/watch?v=L6UHxYpvl8A,fake
f12,https://www.youtube.com/watch?v=DB31siFuC6o,fake
f12,https://www.youtube.com/watch?v=LXANkf0QSMw,fake
f13,https://www.youtube.com/watch?v=fCAiiY87SnI,fake
f14,https://www.facebook.com/armelostudios/videos/470330266492144/,fake
f14,https://www.youtube.com/watch?v=2GgPk1N6-Kc,fake
f14,https://www.youtube.com/watch?v=GmsePFcC2AI,fake
f14,https://www.youtube.com/watch?v=NMkWWBIQ2G0,fake
f15,https://www.youtube.com/watch?v=26dqIiHhHv4,fake
f15,https://www.youtube.com/watch?v=D71D-IHNDmI,fake
f15,https://www.youtube.com/watch?v=x03TLyuMYXM,fake
f16,https://www.facebook.com/KabylieReminder/videos/1709302085749380/,fake
f16,https://www.youtube.com/watch?v=rLU68Avr9-M,fake
f16,https://www.youtube.com/watch?v=XkLhPditpy8,fake
f16,https://www.youtube.com/watch?v=MA9THdr-HzE,fake
f16,https://www.youtube.com/watch?v=g4ng4X0n3Bo,fake
f16,https://www.youtube.com/watch?v=YR0B0mIQnJA,fake
f16,https://www.youtube.com/watch?v=4AI9zvx-jAg,fake
f17,https://www.facebook.com/AlDesnudoCampeche/videos/718523018355356/,fake
f17,https://www.facebook.com/gmundonews/videos/1190862074390590/,fake
f17,https://www.facebook.com/radiopanteraneagra1/videos/1313177052124134/,fake
f17,https://www.youtube.com/watch?v=jygubu7SQTc,fake
f17,https://www.youtube.com/watch?v=WQnG9if7ZQM,fake
f18,https://www.facebook.com/MaritimeAndOffshoreInstitute/videos/1865203607129456/,fake
f19,https://www.youtube.com/watch?v=4iUp29DGBNg,fake
f20,https://www.youtube.com/watch?v=LgoflAl4qV0,fake
f20,https://www.youtube.com/watch?v=GDnelSX3_7I,fake
f20,https://www.youtube.com/watch?v=PwgA4ah4Y5Q,fake
f20,https://www.youtube.com/watch?v=0aPhDlHm6h4,fake
f20,https://www.youtube.com/watch?v=FP8OBwec0Iw,fake
f21,https://www.facebook.com/stateobserver/videos/1567174429980456/,fake
f21,https://www.facebook.com/etumax.pk/videos/1070513186417453/,fake
f21,https://www.facebook.com/1228165387210147/videos/1865512126808800/,fake
f21,https://www.facebook.com/TruthCanChangeYourLife/videos/504945456511997/,fake
f21,https://www.facebook.com/omogist/videos/1527305193979223/,fake
f21,https://www.facebook.com/783037451870141/videos/833967830110436/,fake
f21,https://www.facebook.com/toplish/videos/1537043543022233/,fake
f21,https://www.facebook.com/100006660168005/videos/2067170316848287/,fake
f21,https://www.facebook.com/zeenewsindia.in/videos/1674967972536567/,fake
f21,https://www.facebook.com/AmmanCity1/videos/1612444148806387/,fake
f21,https://www.facebook.com/omariraq9090/videos/1938098019812297/,fake
f21,https://www.facebook.com/100017711777224/videos/145006646099727/,fake
f21,https://www.facebook.com/CULTUREbelahodood/videos/1302839433158259/,fake
f21,https://www.facebook.com/babajournalist/videos/1974572942821331/,fake
f21,https://www.facebook.com/OfficialMostAmazingVideos/videos/1485485191546319/,fake
f21,https://www.facebook.com/TravelMag.Eu/videos/529411794069498/,fake
f21,https://www.facebook.com/Truth2Lyfe/videos/1282322528561134/,fake
f21,https://www.facebook.com/andobatrucking/videos/1734112746683049/,fake
f21,https://www.facebook.com/novsight.led/videos/1750255951685403/,fake
f21,https://www.facebook.com/badsha.official.page/videos/2042500319371334/,fake
f21,https://www.facebook.com/mybeautifulamazingworld/videos/1225866687557902/,fake
f21,https://www.facebook.com/apnamodelcolony/videos/1601335609915098/,fake
f21,https://www.youtube.com/watch?v=pfHAjn_a73M,fake
f21,https://www.youtube.com/watch?v=1QVIlKUc190,fake
f21,https://www.youtube.com/watch?v=81wneFMWvUo,fake
f21,https://www.youtube.com/watch?v=tmzhMtwVJPs,fake
f21,https://www.youtube.com/watch?v=kDFIR4_Ukys,fake
f21,https://www.youtube.com/watch?v=MsBxiSTkkus,fake
f21,https://www.youtube.com/watch?v=qheNQIk6tCQ,fake
f21,https://www.youtube.com/watch?v=lCCU4EAeRFg,fake
f21,https://www.youtube.com/watch?v=_50IkTcUtOU,fake
f22,https://www.facebook.com/jeninalyoum/videos/815667805262428/,fake
f22,https://www.facebook.com/377353632626059/videos/467144813646940/,fake
f22,https://www.facebook.com/safenat.Alnajahh/videos/1180281518743650/,fake
f22,https://www.facebook.com/mhmdskr.mhmdskr/videos/1439708006120528/,fake
f22,https://www.facebook.com/basam988/videos/863147543835773/,fake
f22,https://www.facebook.com/Network.Fadak/videos/1447258865311657/,fake
f22,https://www.facebook.com/el7orel3een/videos/1788345584527261/,fake
f22,https://www.facebook.com/subhan.alkhalq.almubdie.almusawwir/videos/466966513677148/,fake
f22,https://www.facebook.com/fun2013/videos/804262856406473/,fake
f22,https://www.facebook.com/RuqaiyaBintALHussain/videos/1734648590173280/,fake
f22,https://www.facebook.com/soura.wama3na/videos/1985088941769548/,fake
f22,https://www.facebook.com/564221067107475/videos/702533289942918/,fake
f22,https://www.facebook.com/Sangeet1061/videos/1730666833627863/,fake
f22,https://www.facebook.com/601173183319353/videos/1038779636225370/,fake
f22,https://www.facebook.com/Ufonly/videos/1988454881441630/,fake
f22,https://www.facebook.com/SANAMstersfanpage/videos/1920404511560427/,fake
f22,https://www.facebook.com/1743350699282181/videos/1981327948817787/,fake
f22,https://www.facebook.com/1448647825376568/videos/1952247761683236/,fake
f22,https://www.facebook.com/sunshineradiouk/videos/1814119725269944/,fake
f22,https://www.facebook.com/AmazingOrFunny/videos/1509002195831303/,fake
f22,https://www.facebook.com/shiatahllbait/videos/1616134408406797/,fake
f22,https://www.facebook.com/sashmi001/videos/1410206945700850/,fake
f22,https://www.facebook.com/yaomeatmwatnmntof/videos/1951130711771530/,fake
f22,https://www.facebook.com/100012105488011/videos/352210361859144/,fake
f22,https://www.facebook.com/mohamdia.fouchena.tv/videos/1965439593730514/,fake
f22,https://www.facebook.com/News.boom1/videos/1706079442767352/,fake
f22,https://www.facebook.com/Trayfit2/videos/904697633014717/,fake
f22,https://www.facebook.com/PortStLuciePowerSquadron/videos/1493477550735470/,fake
f22,https://www.facebook.com/alhakikaaa/videos/389955854794019/,fake
f22,https://www.facebook.com/100013152512894/videos/390130408102040/,fake
f22,https://www.facebook.com/498453740535825/videos/524218897959309/,fake
f22,https://www.facebook.com/100017227362830/videos/188568171727427/,fake
f22,https://www.facebook.com/klibre/videos/1264523473649573/,fake
f22,https://www.facebook.com/houari.mankour.0/videos/181888045880048/,fake
f22,https://www.facebook.com/717024324986948/videos/1688611984494839/,fake
f22,https://www.facebook.com/mahdi.sh.37819/videos/403417870116592/,fake
f22,https://www.facebook.com/14WAFA2/videos/1844546048921450/,fake
f22,https://www.facebook.com/Peupledanslemonde/videos/1875354155850894/,fake
f22,https://www.facebook.com/M.Hdood/videos/1572342826220208/,fake
f22,https://www.facebook.com/2ww22/videos/1259641350833976/,fake
f22,https://www.facebook.com/New.Ma3looma/videos/1817666228265420/,fake
f22,https://www.youtube.com/watch?v=7_1NGOWw4Y0,fake
f22,https://www.youtube.com/watch?v=nQd3isBTqlg,fake
f22,https://www.youtube.com/watch?v=4aK3Y5wfkeA,fake
f22,https://www.youtube.com/watch?v=TqmByLbGMA8,fake
f22,https://www.youtube.com/watch?v=JMeVIHXODho,fake
f22,https://www.youtube.com/watch?v=VJfpEu7-H4I,fake
f22,https://www.youtube.com/watch?v=CJ7B9fayHkQ,fake
f22,https://www.youtube.com/watch?v=8ScyA_53rlM,fake
f22,https://www.youtube.com/watch?v=eTNFrSnDHx8,fake
f22,https://www.youtube.com/watch?v=zvgJeemz2jc,fake
f22,https://www.youtube.com/watch?v=0FLzKYyP0XQ,fake
f22,https://www.youtube.com/watch?v=Nonlh3NrEj0,fake
f22,https://www.youtube.com/watch?v=8p0hTtIyTDg,fake
f22,https://www.youtube.com/watch?v=ydc8CraZKQQ,fake
f22,https://www.youtube.com/watch?v=DKRQdHTJT4c,fake
f22,https://www.youtube.com/watch?v=FiRhgDs1gvI,fake
f22,https://www.youtube.com/watch?v=JU5O6QTnaq8,fake
f22,https://www.youtube.com/watch?v=wrRbN0AIt_c,fake
f22,https://www.youtube.com/watch?v=LCdIM67g3mY,fake
f22,https://www.youtube.com/watch?v=lzPxSnFpP0E,fake
f22,https://www.youtube.com/watch?v=eIJW9nJy8mw,fake
f22,https://www.youtube.com/watch?v=crhb_biHk9c,fake
f22,https://www.youtube.com/watch?v=7Epnko3GYR8,fake
f22,https://www.youtube.com/watch?v=-lX6IGdIcK4,fake
f22,https://www.youtube.com/watch?v=TW0c0m4R_5k,fake
f22,https://www.youtube.com/watch?v=416KYngd1uM,fake
f22,https://www.youtube.com/watch?v=Rh5G3vKJe_4,fake
f22,https://www.youtube.com/watch?v=Khbm2jd-hcM,fake
f22,https://www.youtube.com/watch?v=ARe8CPZnpaw,fake
f22,https://www.youtube.com/watch?v=j4tbJST9wuI,fake
f22,https://www.youtube.com/watch?v=OikSh_Pc5-0,fake
f22,https://www.youtube.com/watch?v=7rkoZBQYyoc,fake
f22,https://www.youtube.com/watch?v=ScYE5sUnQzI,fake
f22,https://www.youtube.com/watch?v=0XUqfElISXw,fake
f22,https://www.youtube.com/watch?v=18vg8h0PkCs,fake
f22,https://www.youtube.com/watch?v=diiZvitCD6o,fake
f22,https://www.youtube.com/watch?v=FcIR0-rwoOo,fake
f22,https://www.youtube.com/watch?v=Ed2ifQsOUrg,fake
f22,https://www.youtube.com/watch?v=ckMMNzegwR8,fake
f22,https://www.youtube.com/watch?v=xKw9tNkllvE,fake
f22,https://www.youtube.com/watch?v=ErlBtuyxXZY,fake
f22,https://www.youtube.com/watch?v=3_FiFjn5GM4,fake
f22,https://www.youtube.com/watch?v=hRRiOZ0jdDk,fake
f22,https://www.youtube.com/watch?v=7-bPQ39yyIw,fake
f22,https://www.youtube.com/watch?v=I7rkBtT4uGc,fake
f22,https://www.youtube.com/watch?v=SLcvOnYDqwg,fake
